"Timestamp","Bangla Comments","Result"
"2018/12/27 12:34:25 AM GMT+6","জেতা ম্যাচ কিভাবে হারতে হয় তারই প্রদর্শনী।","হাস্যকর"
"2018/12/27 12:35:42 AM GMT+6","সাব্বির আজও দারুন খেলেছে।","প্রশংসা"
"2018/12/27 12:36:07 AM GMT+6","আর কত! এই স্বীকৃত ব্যাটসম্যানরাই বার বার ২, ৩, ১ রানে হারার যন্ত্রণা দিচ্ছে। ওভারে তো ১৮ রান নয়; মাত্র ৮ রান।","দু:খদায়ক"
"2018/12/27 12:36:22 AM GMT+6","লাষ্ট ওভারে মোসাদ্দেকের ৪ বলে ৩ রান মেনে নেয়া যায় না।","দু:খদায়ক"
"2018/12/27 12:36:34 AM GMT+6","আজ হয়নি তো কী হয়েছে আগামীকাল আবার হবে।","ইতিবাচক"
"2018/12/27 12:37:36 AM GMT+6","&quot;সিরিজ জয় বিলম্বিত হলো &quot; না লিখে উচিত ছিল লিখা &quot;সিরিজ হারের দ্বারপ্রান্তে বাংলাদেশ &quot;","সমালোোচনা"
"2018/12/27 12:37:49 AM GMT+6","সব দায় সাব্বির এবং মোসাদ্দেককে নিতে হবে।","সমালোোচনা"
"2018/12/27 12:38:05 AM GMT+6","বাঊন্ডারি মেরে জিততে হবে, এই মানসিকতা থেকে কবে বের হবে এরা!","সমালোোচনা"
"2018/12/27 12:38:49 AM GMT+6","পাপন সাহেব কে ভুল প্রমাণ করার জন্য তামিম-সাকিবের এই টেস্ট মেজাজের ব্যাটিং...........................","হাস্যকর"
"2018/12/27 12:40:24 AM GMT+6","তামিমের জন্যই ম্যাচ হারল । ওয়ানডেতে ৮৫ বলে ৫৪ রান করেছে  ,  ৩১ টা বল  অপচয় করেছে । ১০ টা বল কম খেললেও ম্যাচে ১ ওভার হাতে রেখেই জিততে পারত 
বাংলাদেশ ।","সমালোোচনা"
"2018/12/27 12:40:53 AM GMT+6","এটা বাংলাদেশের একটা পুরানো ইতিহাস","নিরপেক্ষ"
"2018/12/27 12:41:27 AM GMT+6","বার বার কেন মুশফিক সেট হয়েও এভাবে চলে আসে ? 

মোসাদ্দেককে বোঝা উচিত যে এরকম সিচুয়েশনে বল ব্যাটে লাগাতে হয় ।","সমালোোচনা"
"2018/12/27 12:42:22 AM GMT+6","সাব্বিরের খেলা বলটা উরে গিয়ে ৬ হলে বা চার হলে হয়তো ফলাফল আমাদের পক্ষেই থাকত, কিন্তু না সীমান্তে হল ক্যাচ!!! দুর্ভাগ্য ভাল খেলেও দল হেরে গেল ভাল ফিনিশিংয়ের অভাবে যদিও তাদের চেস্টার কমতি ছিলনা। তারপরও জয়ের আশা জাগানোর জন্য ধন্যবাদ।","ইতিবাচক"
"2018/12/27 12:43:03 AM GMT+6","এরকম হারলে কষ্ট লাগলেও লজ্জা লাগে না |","ইতিবাচক"
"2018/12/27 12:43:41 AM GMT+6","তামিমের প্রচুর পরিমাণে ডট বলে খেলার প্রবণতা থেকে বেড়িয়ে আসতে হবে, সাথে মুশির এভাবে তীরে এসে তরী ডুবানোর জবাদিহিতা থাকতে হবে। এসব প্রশ্নের উত্তর জানানো উচিৎ আমাদের সাধারণ ক্রিকেট দর্শকদের।","সমালোোচনা"
"2018/12/27 12:44:13 AM GMT+6","সারারাত জেগে থেকে ম্যাচ হেরে গেলাম . 🙄","দু:খদায়ক"
"2018/12/27 12:44:54 AM GMT+6","ভাল খেলেও এমন হার সত্যিই অনেক কস্টের!! সামনের ম্যাচ বাংলাদেশই জিতবে....","ইতিবাচক"
"2018/12/27 12:45:42 AM GMT+6","বর্তমানে রাজনৈতিক নেতার ভাষণ যেমন বিরক্তিকর তেমনি গত দুই বছরে তামিমের ইনিংসও  বিরক্তিকর।  
প্রতিদিন এমন স্বার্থপরের মতো খেলে আর ওর জন্য অন্য প্রান্তের খেলোয়াড় স্ট্রাইক বাড়াতে গিয়ে আউট হয়।  পিচে সেট হতে প্লেয়ার এর বড়জোর ৩০-৪০ বল লাগে।  আর তামিমের খেলা দেখলে মনে হয় ও বুঝি পুরো সময় এ পিচে সেট হচ্ছে।","সমালোোচনা"
"2018/12/27 12:45:59 AM GMT+6","সাব্বিরে কি সার্কাস দেখানোর জন্য খেলতে নামায়?","হাস্যকর"
"2018/12/27 12:46:16 AM GMT+6","7বল 8রান দরকার 6 উইকেট হাতে। তারপরও হেরে যায়। এরকম টীম দুনিয়াতে একটিই আছে।","সমালোোচনা"
"2018/12/27 12:46:59 AM GMT+6","খেলাতে জয় পরাজয় থাকবে, তবে এভাবে হার মনকে সান্তনা দেওয়া যায় না।  সামনে আরেকটা সুযোগ আছে, মনোবল ফিরিয়ে সিরিজ জয়ের চেষ্টা করতে হবে।","দু:খদায়ক"
"2018/12/27 12:48:31 AM GMT+6","গায়ানায় তো বাংলাদেশ হারে না তাই না। এসব নিউজ যারা করে সেসব সাংবাদিকদের একটু পাইনেট করতে হবে। শোনেন...এটা বাংলাদেশের নিয়মিত চিত্র। এমন না যে তারা হারে না। বলতে পারেন দু একটা ম্যাচে জেতে বাংলাদেশ। পাপন সাহেবকে বলেন- দু কোটি টাকা দিতে আর না হয় ফেরত দিতে। একটা ম্যাচ জিতলেই একদম সারাদিন  একই নিজউ করে।","সমালোোচনা"
"2018/12/27 12:48:48 AM GMT+6","আজকে প্রথম আলোর শিরোনাম হওয়া উচিত গায়ানায়ও হারে বাংলাদেশ!","সমালোোচনা"
"2018/12/27 12:49:51 AM GMT+6","সবাই তামিমকে কেনো দোষারোপ করছে বুঝতে পারছিনা, শেষ ৬ বলে ৮ রান দরকার, হাতে ৪ উইকেট ছিল, যেকোনো পরিস্থিতিতেই ম্যাচ জেতার জন্য যথেষ্ট। মোসাদ্দেক পারে নাই ... বয়স কম, ইনশাল্লাহ ভবিষ্যতে এ রকম পরিস্থিতিতে ম্যাচ জিতিয়ে আসবে। তামিম যদি এক সাইড ধরে না খেলতো তাহলে বাংলাদেশ ৩ রানে না, আরও অনেক বেশি রানে হারতো। বাংলাদেশের ব্যাটসম্যানদের মধ্যে অনেক মিল-মহব্বত। একজন আউট হয়ে প্যাভিলিয়নে চলে আসলে আর একজন ক্রিজে থাকতে চায়না।
সমালোচনা করতে হলে আনামুল ও সাব্বিরের করা উচিত। ওয়ানডেতে একজন ওপেনিং ব্যাটসম্যান ৯ বলে ২৩ রান করলেই কাজ শেষ হয়ে যায়না। তাপরেও আনামুল সুযোগের দাবিদার কারণ যেকোনো প্লেয়ারকে টানা কমপক্ষে ৬-৭ টা ম্যাচ খেলার সুযোগ দেয়া উচিত। আনামুল ও নাসির সব সময় টানা ২-৩ টার বেশি সুযোগ পায় নাই। কিন্তু সাব্বির !!!!???? নিদাহাস ট্রফির ফাইনালে ফিফটি ছাড়া এর আগে ও পরে অনেকগুলো ইনিংসে কোনো রান নাই। সাব্বিরকে সুযোগ দেয়া ঠিক আছে, কিন্তু সেটা টানা ৮-১০ অথবা ১০-১২ মাচে। কিন্তু সাব্বিরতো এর চেয়েও অনেক বেশি ইনিংস খেলে একটা ফিফটি !!! তারপরেও সে সুযোগ পায়, কিন্তু মমিনুল-নাসির পায় না।","সমালোোচনা"
"2018/12/27 12:50:05 AM GMT+6","এনামুল হক বিজয় কে একাধিক বার সুযোগ দেওয়া উচিত বলে আমি মনে করি। আর ছাব্বির কে একাদশে না রাখাই ভাল, তাকে আর কত সুযোগ দেওয়া হবে? তীরে এসে তরী ডুবানো বাংলাদেশের পুরানো অভ্যাস!!!","সমালোোচনা"
"2018/12/27 12:50:48 AM GMT+6","সবাই দেখসি তামিম সাব্বির কে দোষ দিচ্ছে, অথচ মুশফিক কে কেউ কিছু বলছেনা, আসল দোষ টা ওর, সেট হয়েও ম্যাচ টা শেষ না করেই আউট হয়ে গেলো, এর আগেও এরম করেছে, একটা বড় ব্যাটসম্যান এর সাথে এখানেই তফাৎ। এখানে যদি ধোনি কোহলি রুট উইলিয়ামসন এর মত ব্যাটসম্যান রা থাকতো ঠিক ম্যাচ জিতিয়ে ফিরত।ওদের মানসিকতা টাই আলাদা।","সমালোোচনা"
"2018/12/27 12:51:29 AM GMT+6","ভালো খেলেছে বাংলাদেশ।  I think, শেষ ম্যাচে লিটন কে  open  করিয়ে মোসাদ্দেকের জায়গায় এনামুল কে নামানো যতে পারে। মাহমুদ্দুল্লাহকে বোলিং করানো দরকার অথবা আরিফুলকেও নামানো যায়। মুল কথা  Hard heater finisher দরকার। শেষ ম্যাচে ওরা মেরে তামা তামা করবে। মাঠ ছোট।","ইতিবাচক"
"2018/12/27 12:52:05 AM GMT+6","এই হারের দায় প্রথমত সাব্বিরের-৬ বলে ৮ রানের জন্য ছক্কা মারার কোন দরকার ছিল না, দ্বিতীয়ত মুশফিকের- কেন সে সাব্বিরেরটা থেকে শিক্ষা নিল না।
এমনকি কোন ৪ ছাড়াও এই ম্যাচ জেতা সম্ভব ছিল।","সমালোোচনা"
"2018/12/27 12:52:21 AM GMT+6","খেলাধুলায় হার জিত থাকেই। এটা স্বাভাবিক।","ইতিবাচক"
"2018/12/27 12:52:32 AM GMT+6","দেশের সেরা ওপেনার যদি নিজের জন্য খেলে তবে অন্যরা কি করবে!","সমালোোচনা"
"2018/12/27 12:52:44 AM GMT+6","ভালো খেলে হেরেছে। 
কোনো দুঃখ নেই। 
পরের ম্যাচে জিতবে।","ইতিবাচক"
"2018/12/27 12:53:14 AM GMT+6","সিরিজ জেতাটা কঠিন করে ফেললো বাংলাদেশ। গায়ানা কিছুটা বাংলাদেশের মতোই। কিছুটা স্লো। কিন্তু শেষ ম্যাচ হবে সেন্ট কিটস এ। ওটা আবার হার্ড পিচ। দেখা যাক আমাদের খেলোয়াড়রা কিভাবে ওয়েস্টইন্ডিজ এর বাউন্স সামলায় ।","নিরপেক্ষ"
"2018/12/27 12:55:01 AM GMT+6","গত দুই ম্যচেই সিনিয়াররা দলকে এগিয়ে নিয়ে গেলো। তাহলে জুনিয়ারদের করনীয় কি? এই ৫ সিনিয়ার খেলোয়াড় চলে গেলে তাদের পরে দলের হাল ধরার মতো কোন খেলোয়াড়কেই দেখছিনা। আমাদের পাইপলাইনও দুর্বল। এভাবে চলতে থাকলে আগামী ৩/৪ বছর পর  বাংলাদেশ টিমের ভবিষ্যৎ খুব খারাপ হয়ে যাবে।","দু:খদায়ক"
"2018/12/27 12:56:31 AM GMT+6","সাব্বির এবং মোসাদ্দেক দলে কি কাজটা করার জন্য সুযোগ পায়? যদি চাপে ভেঙ্গে পরে, তাহলে তো দলে সুযোগ দেওয়াই উচিত নয়। আমার মনে হয় আশরাফুলকে আরেকটা সুযোগ দেওয়া উচিত।","সমালোোচনা"
"2018/12/27 12:56:57 AM GMT+6","এই ছেলেগুলো এমন একেকটা কাজ করে না!  বারবার আমাদের হতাশ করে দিয়ে আমাদের ডিপ্রেশানের রোগী বানিয়ে ফেলছে, আয়ূ কমিয়ে দিচ্ছে।","হাস্যকর"
"2018/12/27 12:57:24 AM GMT+6","ধারাবাহিকতা রক্ষিত হইছে।","নিরপেক্ষ"
"2018/12/27 12:57:34 AM GMT+6","জিতা ম্যাচ হেরে গেলাম!! সত্যি কষ্টদায়ক!!!!","দু:খদায়ক"
"2018/12/27 12:57:58 AM GMT+6","টেস্ট এ গরু হারার পর খবর এলো মহারথীরা টেস্ট খেলতে চান না , এখন one day তে ধরা খাবার পর দেখার পালা কি খবর আসে ।","হাস্যকর"
"2018/12/27 12:58:15 AM GMT+6","মুশফিক যেভাবে আউট হয়েছে ঠিক একই রকম ভাবে একই পরিস্থিতিতে সে ভারতের সাথেও আউট হয়েছিল । তার মানে সে শিখে নাই ।","সমালোোচনা"
"2018/12/27 12:58:24 AM GMT+6","অভিনন্দন বাংলাদেশ ক্রিকেট টিম।","প্রশংসা"
"2018/12/27 12:58:44 AM GMT+6","সাবাশ বাংলাদেশ!!!","প্রশংসা"
"2018/12/27 12:59:47 AM GMT+6","কাঁপিতে কাঁপিতে তরী ডুবাইয়া দিলো।","হাস্যকর"
"2018/12/27 12:59:55 AM GMT+6","অনেক ভাল চিন্তা","প্রশংসা"
"2018/12/27 1:00:17 AM GMT+6","সবই নান্নুর দয়া আর গতিদানবের মায়া।","হাস্যকর"
"2018/12/27 1:01:06 AM GMT+6","হয় জিম্বাবয়ে, না হয় শ্রীলংকা, না হয় ওয়েষ্ট ইন্ডিজ এ দের সাথে খেলা দেখতে দেখতে বিরক্ত হয়ে গেলাম কবে উপরের দল গুলোর সাথে খেলবো আমরা।","দু:খদায়ক"
"2018/12/27 1:02:08 AM GMT+6","এইবার আমাদের দেশে আসলে ওদের অস্ট্রেলিয়ার মতো গোয়ামারা খাওয়াইতে হবে।","অকথ্য"
"2018/12/27 1:02:35 AM GMT+6","বড় টিমের সাথে দেশের মাটিতে বছরে অন্তত ৩/৪ টা সিরিজ চাই। প্রতিবছর পালাকরে ২ বার জিম্বাবুয়ের আর আফগানদের সাথে খেলার মানে হয়না।","নিরপেক্ষ"
"2018/12/27 1:03:05 AM GMT+6","আগামির বাংলাদেশেরঃ সাইফ হাসান,নাজমুল হোসেন শান্ত,মোসাদ্দেক হোসেন,জাকির হাসান (wk),সাব্বির রহমান,আফিফ হাসান,আরিফুল হক,মেহেদি হাসান মিরাজ(c),মোঃ,সাইফুদ্দীন,মুস্তাফিজ,কাজি অনিক!","নিরপেক্ষ"
"2018/12/27 1:03:22 AM GMT+6","১৫ সেপ্টেম্বর আমার জন্মদিন; আর আমার জন্মদিনের উপহার হিসেবে বাংলাদেশ হারবে ঐদিন শ্রীলংকার কাছে","নেতিবাচক"
"2018/12/27 1:04:31 AM GMT+6","সাইফুদ্দিন , কাজী অনিক এইগুলি কোন বোলারই না । না আছে কোন পেস , না জানে কোন সুইং এমনকি ছয়টা বলই সঠিক  লাইন -লেন্থে করার মত  ক্ষমতাও এদের নাই ।","সমালোোচনা"
"2018/12/27 1:05:46 AM GMT+6","হা হা হা মাত্র ৪-৫ টা দেশ নিয়ে নাকি এশিয়া কাপ তাও আবার সব দক্ষিণ এশিয়া!ক্রিকেট আবার একটা খেলা!","নেতিবাচক"
"2018/12/27 1:06:03 AM GMT+6","এরা কারা ?","নিরপেক্ষ"
"2018/12/27 1:06:18 AM GMT+6","প্রথম ম্যাচে প্লাস পয়েন্ট পাবে বাংলাদেশ","ইতিবাচক"
"2018/12/27 1:10:59 AM GMT+6","গত দুই এশিয়া কাপের মতো ভালো শুরু করে তীরে এসে তরি না ডোবালেই হয়। আর এটাও মনে রাখা উচিৎ আরব আমিরাত নিজের দেশের মাঠ না। বৈরী আবহাওয়া ও পরিবেশ বড় ধরণের সমস্যা হতে পারে। কারন আমাদের টীমের অনেকেরই দুবাই বা আবুধাবিতে খেলার অভিজ্ঞতা নাই। তাই ভালো প্ল্যানিং করে ম্যাচ বাই ম্যাচ আগানোই বুদ্ধিমানের কাজ হবে। 

শেষের দিকে আমাদের টীম যেভাবে ভেঙ্গে পরে তাতে করে রেজাল্ট নিযেদের অনুকূলে আনাই হলো কঠিন কাজ। তারপরও আশা করি ভালো কিছু হবে।","ইতিবাচক"
"2018/12/27 1:11:17 AM GMT+6","শুভকামনা রইল টাইগার্স","ইতিবাচক"
"2018/12/27 1:11:37 AM GMT+6","কোয়ালিফায়ার এ কোন কোন দেশ আছে সেটা জানো ?","নিরপেক্ষ"
"2018/12/27 1:11:51 AM GMT+6","খুব ভাল সিদ্ধান্ত...","প্রশংসা"
"2018/12/27 1:12:11 AM GMT+6","&quot;কিং কোহলি&quot; বলে কথা...","প্রশংসা"
"2018/12/27 1:13:01 AM GMT+6","আমি বুঝি না, অধিকাংশ ধর্ষণ ও নারী কেলেঙ্কারির সাথে খেলোয়াররাই কেনো জড়িত থাকে।
খেলোয়ারদের শুধু খেলার প্রশিক্ষণ দিলেই হবে না, নৈতিক মূল্যবোধের প্রশিক্ষণ দিতে হবে।","সমালোোচনা"
"2018/12/27 1:13:36 AM GMT+6","সাকিবের বিশ্লেষনগুলো কেমন স্বার্থপরতার গন্ধে ভরা। মাশরাফির নেতৃত্বগুন স্বীকার করতেও তার কষ্ট হচ্ছে!","সমালোোচনা"
"2018/12/27 1:14:25 AM GMT+6","নিজের একগুয়েমীর চেয়ে দল এবং দেশ অনেক বড় এই বিষয়টা সবসময়ই মনে রাখা উচিত। জাতীয়দল থেকে বাদ দিয়ে দিক আইপিএল কেন আর কোন  বিদেশী লীগই ডাকবেনা।আর বিজ্ঞাপনীয় কোম্পানি ফিরেও থাকাবেনা আপনার প্রতি। দেশকে মন থেকে ভালবেসে খেলেন দেখবেন জীবনের মানেই বদলে গেছে।","সমালোোচনা"
"2018/12/27 1:14:53 AM GMT+6","সাকিব বললো ,&quot; এ জায়গাগুলোয় আমাদের অবশ্যই কাজ করতে হবে। সামনে যখন দেশের বাইরে টেস্ট সিরিজ খেলতে যাব, আরও ভালো প্রস্তুতি নিয়ে যেতে হবে।&quot; তার মানে সাকিবের টেস্ট ক্রিকেট নিয়ে ভবিষ্যৎ পরিকল্পনা আছে","ইতিবাচক"
"2018/12/27 1:15:17 AM GMT+6","সাকিবের বিশ্লেষনগুলো শুধু স্বার্থপরই নয় চরম অহংকারীও বটে।ম্যাশের ক্যাপ্টেনসি তার মেনে নিতে খুব কষ্ট হয়।এই সাকিবের জন্য মাশরাফি 2011 বিশ্বকাপ খেলতে পারিনি। এটা সাকিবের সাথে ঘটলে আর এখন সাকিব ওয়ানডে ক্যাপ্টেন থাকলে মাশরাফি  আর কখনোই দলে সুযোগ পেতেন কি না সনদেহ ছিল।","সমালোোচনা"
"2018/12/27 1:19:11 AM GMT+6","যারা বিভিন্নসময় দেশপ্রেমের প্রশ্ন তুলছেন তাদের জানা থাকা দরকার দেশপ্রেম এমন এক আপেক্ষিক বিষয় যা কখনোই পরিমাপ করা যায় না। মানুষের এই কোমল অনুভূতির জায়গা নিয়ে যারা প্রশ্ন তুলছেন তাদের দেশপ্রেমের সূচক কি প্রমাণিত। দেশকে কোন কিছু দেওয়ার জন্য দেশপ্রেম যতটা দরকার তার চেয়ে বেশি দরকার যোগ্যতা। আপনাদের কি তা আছে। আপনারা স্বীকৃত ক্রিকেট বিশেষজ্ঞ নন, নন পরিচিত ক্রিকেট সংগঠক। দিনশেষে আমরা সবাই দর্শক যারা ক্রিকেট ভালবাসি। ক্রিকেটের ভালমন্দ আমাদের ছুয়ে যায়। দল খারাপ করলে আমরা হতাশ হয়ে পড়ি। তারপরও মন্তব্য করার সময় কাউকে আমরা ব্যক্তিগত আক্রমন করতে পারিনা। সাকিব ইদানিং সামাজিক মাধ্যেমে বিভিন্নরকম কটুক্তির শিকার হচ্ছে। নিশ্চয় তা সাকিবেরও চোখে পড়েছে। এগুলো তার উপর প্রভাব ফেলে। দিনশেষে খেলয়াড়রা যাই করুক তাদের পাশে থাকলে খেলয়াড়দের দায়বদ্ধতা এবং মনবল বেড়ে যায়। যখন আমরা নেগেটিভ মন্তব্য করি তখন খেলয়াড়দের মনের উপর চাপ তৈরী হয় যার প্রভাব মাঠের খেলায়ও পড়ে। অদক্ষ, আবেগ সর্বস্ব আচরণের দ্বারা আমরা ক্রিকেটের কোন উন্নয়ন করতে পারব না। ক্রিকেটারদের বিশেষ করে সাকিবের ব্যাপারে মন্তব্য করার সময় নিজেরদের মগজটাকে ব্যবহার করি। দেশ আমাদের সবাইকেই অনেক দিয়েছে। আমরা না পারলেও সাকিব দেশকে ইতমধ্যেই সবার চেয়ে বেশিই ফেরত দিতে পেরেছে। প্রিয় সাকিব আল হাসান অল্প কিছু মানুষ ছাড়া দেশের সবাই তোমাকে ভালবাসে, এটাই মাথায় রাখুন। ভাল থাকুন।","সমালোোচনা"
"2018/12/27 1:19:27 AM GMT+6","সাকিব বিশ্বের সেরা র‍্যাংকিং এর ১ নাম্বার খেলোয়ার হতে পারে ! আমার মতে মাশরাফি ১৬ কোটি বাঙ্গালীর হৃদয়ের মণি","প্রশংসা"
"2018/12/27 1:20:02 AM GMT+6","জনাব Noah দয়াকরে দেশকে ভালবেসে খেলা বলতে কি বোঝায় সেটা যদি স্পষ্ট করেন তো ভাল হয়। জাতীয় দল থেকে বাদ দিয়ে দিলে আপনি কি সাকিবের বিকল্প হিসেবে খেলতে প্রস্তুত? ছাপোষা মানুষ বুদ্ধিজীবী সাজলে তাকে বলে ঘোড়া রোগ। আশাকরি আপনি ঘোড়ারোগে আক্রান্ত হননি।","সমালোোচনা"
"2018/12/27 1:20:21 AM GMT+6","স্বার্থপরতার গন্ধ! মাশরাফির নেতৃত্বগুন সত্যিই অসাধারন।পাশাপাশি সাকিব সর্বকালের সেরা, অবিসংবিদিত, undisputed।","প্রশংসা"
"2018/12/27 1:20:53 AM GMT+6","সাকিবের জন্য মাশরাফি বিশ্বকাপ খেলতে পারেনি এই তথ্যের উৎস কি? সাকিবকে আপনি ব্যক্তিগতভাবে চেনেন? ইতিবাচক দিকটাতো আগে দেখুন, আগে সাকিব সম্পর্কে দুটি ভাল কথা বলুন তারপরে তার সমালোচনা করুন। আগে তো ভাবুন সাকিব কি বাংলাদেশের জন্য দায় না সম্পদ। একজন খেলয়াড়কে আর একজন খেলয়াড়ের সাথে নেতিবাচক তুলনায় খেলয়াড়দের মধ্যেকার সুসম্পর্ক নষ্ট হতে পারে।","ইতিবাচক"
"2018/12/27 1:21:20 AM GMT+6","সাকিব্বাইয়ের এমন সোজা সাপ্টা কথা সব সময়ই আসে, আর এটাই আমার কাছে ভালো লাগে।","প্রশংসা"
"2018/12/27 1:21:44 AM GMT+6","বিরাট জ্ঞানী মহাশয়","হাস্যকর"
"2018/12/27 1:22:22 AM GMT+6","রাজনীতি মাথায় ঢুকলে যে কোন পেশা লাঠে উঠবে। দেখেন এমপি হয়ে দেশের মানুষের জন্য কিছু করতে পারেন কিনা?","সমালোোচনা"
"2018/12/27 1:24:01 AM GMT+6","Sakib was asked &quot;এই প্রস্তুতির আদর্শ জায়গা তো ঘরোয়া প্রথম শ্রেণির ক্রিকেট। কিন্তু সেখানে খেলার ব্যাপারে জাতীয় দলের অনেকেরই আগ্রহ দেখা যায় না। বাংলাদেশের ঘরোয়া ক্রিকেটের সমস্যাটা আসলে কোথায়? &quot; 
And he answered something different.","নিরপেক্ষ"
"2018/12/27 1:25:03 AM GMT+6","টেস্ট খেলবে কেন, ও তো এমপি মন্ত্রী হবে। দেশ তো গেছেই খেলাটাও গোল্লায় যাচ্ছে।","সমালোোচনা"
"2018/12/27 1:26:34 AM GMT+6","মুশফিক ই ভালো অধিনায়ক ছিল I","প্রশংসা"
"2018/12/27 1:27:34 AM GMT+6","অনেকেই বাংলাদেশ জখন আফ্রিকার মাটিতে টেস্ট সিরিজ হেরে গিয়েছিল । তখন সবাই মুসফিকের কেপ্তেন্সি নিয়ে কত জনের কত কথা ? অথচ  আফ্রিকার মাটিতে টেস্টে জারা ১ নাম্বার দল (ভারত) তারাই বিনা প্রতিদন্দিতায় সিরিজ হেরে জায় । বাংলাদেশের মাতাল নির্বাচক সাকিব কে টেস্টের অধিনায়ক বানিয়ে দেওয়া হল । সেই সাকিব এর দল, বাংলাদেশের নিচে যাদের অবস্থান তাদের কাছেই বাংলাদেশ কি লজ্জা জনক ভাবে ই হেরে গেলো । যার একটা ইনিংস সর্ব নিম্ন ৪৩ !","সমালোোচনা"
"2018/12/27 1:28:00 AM GMT+6","মাশরাফির মত যে কয়েকজন খেলোয়াড় নিয়ে গর্ব করা যায় তা মধ্যে মুশফিক অন্যতম। তবে বলব অন্তত নাগীন নাঁচ নাইচেননা। খুব কুৎসিত লাগে ওটাকে।","হাস্যকর"
"2018/12/27 1:29:06 AM GMT+6","তবুও মুশফিক স্বীকার করবেন না তিনি ঝড় তুলতে পারেন, ‘আমি এভাবে ব্যাটিং করতে পারি না। সেদিন হয়ে গেছে, ভাই। ঝড়ে বক মেরেছি! আমি এ ধরনের ব্যাটসম্যান না। আন্দাজে হয়ে গেছে! আমার কাছে আবারও এমন কিছুর আশা করবেন না। সত্যি বলছি আমি এভাবে খেলতে পারি না।’","নেতিবাচক"
"2018/12/27 1:29:59 AM GMT+6","হুমম মানুষ যতই আধুনিক হোক না কেন কিছু কিছু ক্ষেত্রে যেন কুসংস্কার গুলোই বাস্তব হয়েই উঠে","নিরপেক্ষ"
"2018/12/27 1:32:23 AM GMT+6","আপনি ভালো বলেছেন । তবে এটিই ছিল ম্যাচের টার্নিং পয়েন্ট। আপনার এই ইনিংস ব্যাতিত জয় ও হতো না আর সাকিব, তামিমের রান গুলো এতো বাহাবা পেত না। মাশরাফির উইকেট গুলো ভালো ছিলো।","প্রশংসা"
"2018/12/27 1:32:45 AM GMT+6","আমিও একমত । এই উৎযাপন বাজে","সমালোোচনা"
"2018/12/27 1:33:09 AM GMT+6","গরিবের ত্র.বি সত্যি ত্রই মানুষটাকে নিয়ে মন ভরে গর্ব করা যায়","প্রশংসা"
"2018/12/27 1:33:44 AM GMT+6","মুশফিক সবসময় বিনয়ী। অনেকের মত চাপাবাজ নয়। তাই তার উপর অন্যায় বেশি করা হয়।","দু:খদায়ক"
"2018/12/27 1:34:25 AM GMT+6","বোলাদের ক্ষেত্রে যাহাই হোক না কেন ব্যাটস ম্যান হিসাবে কোন নবীন খেলোয়াড় কোন ভাবেই ভাল ব্যাট করছে না, এটা খুবই উদ্বেগ জনক বাংলাদেশ ক্রিকেটে।","নেতিবাচক"
"2018/12/27 1:34:44 AM GMT+6","মুশফিক বারবার মানা করেছেন এসব নিয়ে লিখতে!","নেতিবাচক"
"2018/12/27 1:34:56 AM GMT+6","শত ভাগ সহমত","ইতিবাচক"
"2018/12/27 1:35:18 AM GMT+6","ঘুরে ফিরে সেই তামিম, মুশফিক, সাকিব আর মাশরাফি। ঘুরিয়ে ফিরিয়ে এরাই পারফর্ম করে। নতুন যারা আসে, তারা ভাল করে (অনেক সময় খুবই ভাল করে), তারপর আবার আবার হারিয়ে যায়। কেন জানি তাদের উপর নির্ভর করা যায় না। তামিম, মুশফিক, সাকিব আর মাশরাফির অবসরের পর কি হবে?","দু:খদায়ক"
"2018/12/27 1:35:34 AM GMT+6","সাব্বিরকে বাদ দেওয়া দরকার।","সমালোোচনা"
"2018/12/27 1:36:42 AM GMT+6","মুশফিক সবসময় বিনয়ী","প্রশংসা"
"2018/12/27 1:37:06 AM GMT+6","''সত্যি বলছি আমি এভাবে খেলতে পারি না।’' মুশফিকের এ কথাটার মধ্যে বোঝা যাচ্ছে কিছুটা অভিমান রয়েছে। বিসিবি বসের নিদাহাস ট্রফির ওই ম্যাচের পরে বলেছিলেন যে &quot;মুশফিক ছয় মারতে পারেনা। অবাক হয়েছি&quot; সেই কথার জবাবই মুশফিক দিলেন আজকের এই কথাটায়।","দু:খদায়ক"
"2018/12/27 1:37:43 AM GMT+6","১৯৬২ সালে ঢাকায় এমসিসির বিরুদ্ধে হানিফ মোহাম্মদ -আলিমুদ্দিনের ওপেনিং জুটির খেলার ভিডিও থাকলে সেটি আমাদের  নবীন ব্যাটসম্যানদের  জন্য একটি অনুকরণীয় টেস্ট ইনিংস হতে পারে l টেস্ট খেলার মেজাজ রপ্ত করতে হবে l","ইতিবাচক"
"2018/12/27 1:37:54 AM GMT+6","একজন পারফেক্ট মানুষ । bossss","প্রশংসা"
"2018/12/27 1:38:21 AM GMT+6","একদম ঠিক বলেছেন ভাই","ইতিবাচক"
"2018/12/27 1:38:38 AM GMT+6","আসেন দোয়া করি ওডিআই তে আমাদের যেন এই দিন দেখতে না হয়।","দু:খদায়ক"
"2018/12/27 1:38:59 AM GMT+6","ভাবছেন, হেভি স্মার্ট কিছু বললাম, হে হে হে","হাস্যকর"
